SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532610,DWAR SUGAR  ,B ,Q,38.15,39.00,36.00,37.50,37.50,37.50,292,23971,914818.00,
532365,DYNACONS SYS,B ,Q,4.60,5.00,4.55,4.92,4.92,4.80,27,6586,31623.00,
505242,DYNAMAT.TECH,B ,Q,990.00,999.00,979.95,981.90,981.90,979.35,45,120,118183.00,
530779,DYNAMIC PORT,T ,Q,8.84,8.84,8.84,8.84,8.84,8.42,1,50,442.00,
532707,DYNEMIC PRO ,B ,Q,18.10,18.10,17.60,17.85,17.85,17.60,25,1164,20711.00,
531533,E.COM INFOTE,T ,Q,6.75,7.00,6.75,7.00,7.00,7.00,2,500,3400.00,
500125,E.I.D.PAR   ,B ,Q,197.40,198.45,193.05,196.25,196.25,195.00,143,2794,546642.00,
590022,EASTER SI(PS,B ,Q,4.51,4.87,4.46,4.76,4.75,4.35,78,28369,134033.00,
590080,EASTERN GAS ,B ,Q,16.85,16.85,16.85,16.85,16.85,16.35,1,5,84.00,
507528,EASTERN SUG.,B ,Q,9.14,9.85,8.97,9.18,9.00,9.96,60,14459,132459.00,
532751,EASUNREYRL  ,B ,Q,54.85,54.95,52.60,54.05,54.15,51.35,106,4342,232898.00,
532491,ECE INDUSTRS,B ,Q,108.00,109.95,105.10,109.15,109.90,106.85,151,2472,268739.00,
947300,ECL27MAY11F ,F ,D,88680.00,88680.00,88680.00,88680.00,88680.00,,1,3,266040.00,
532927,ECLERX      ,B ,Q,719.00,726.00,716.35,723.40,724.85,715.90,43,471,339008.00,
523732,ECO BOARD IN,B ,Q,5.49,5.49,5.30,5.39,5.40,5.57,4,97,522.00,
526703,ECOPLAST LTD,B ,Q,31.20,31.20,31.20,31.20,31.20,30.00,1,10,312.00,
530643,ECORECO     ,B ,Q,24.50,26.90,24.50,26.80,26.80,26.10,8,267,6941.00,
532922,EDELWEISS   ,B ,Q,25.00,28.00,25.00,27.15,27.10,27.00,298,21283,585310.00,
533055,EDSERV SOFT ,B ,Q,46.20,46.30,45.05,46.30,46.30,44.10,145,11759,540619.00,
532696,EDUCOMP SOLN,A ,Q,210.15,223.65,210.15,220.30,220.30,209.15,19619,1176521,256414810.00,
505200,EICHER MOTOR,B ,Q,1485.00,1506.00,1482.00,1499.95,1500.00,1477.25,439,11701,17550183.00,
523127,EIH ASSO.HOT,B ,Q,157.80,157.80,136.00,140.00,140.00,136.00,24,247,34810.00,
500840,EIH LTD.    ,A ,Q,84.85,86.60,84.85,85.65,85.65,84.95,278,41572,3552235.00,
523708,EIMCO ELECON,B ,Q,150.00,160.50,150.00,155.80,155.80,157.05,146,434,68150.00,
531144,EL FORGE LTD,B ,Q,8.00,8.30,7.99,8.01,7.99,8.00,12,1604,13001.00,
500123,ELANTAS     ,B ,Q,1443.90,1443.90,1380.00,1389.50,1389.50,1404.35,100,1215,1702876.00,
523329,ELDECO HOUS.,B ,Q,153.00,158.00,146.10,153.00,150.00,151.50,30,898,134568.00,
524830,ELDER HEALTH,B ,Q,80.45,92.85,80.20,91.90,91.90,78.70,107,4091,358200.00,
532322,ELDER PHARMA,B ,Q,351.00,351.00,338.00,341.50,341.50,348.60,404,43760,15205106.00,
500128,ELEC.CASTING,B ,Q,17.10,18.20,16.95,17.75,17.75,16.95,1301,487860,8496328.00,
505700,ELECON ENG  ,B ,Q,55.75,58.35,55.60,57.35,57.35,54.40,493,37141,2113228.00,
533264,ELECTROSTEEL,B ,Q,5.70,5.87,5.55,5.69,5.69,5.50,334,598273,3444841.00,
526608,ELECTROTHERM,B ,Q,79.75,83.85,79.05,83.85,83.85,79.90,306,13001,1062009.00,
526473,ELEGANT FLOR,B ,Q,7.45,7.45,7.45,7.45,7.45,7.45,1,50,372.00,
522074,ELGI EQUIP  ,B ,Q,65.25,68.00,65.00,67.15,67.50,64.60,105,6052,402482.00,
517477,ELNET TECH. ,B ,Q,29.80,29.80,29.65,29.70,29.70,28.35,7,524,15567.00,
504000,ELPRO INTER ,T ,Q,325.00,325.00,325.00,325.00,325.00,325.00,2,60,19500.00,
533218,EMAMI INFRA ,B ,Q,20.00,20.75,19.55,20.45,20.25,19.00,76,4774,96895.00,
531162,EMAMI LTD.  ,A ,Q,325.10,337.95,325.10,334.45,334.45,327.45,301,3752,1253543.00,
533208,EMAMI PAPER ,B ,Q,32.20,35.40,32.20,35.40,35.40,34.00,4,817,27475.00,
504008,EMCO LTD.   ,B ,Q,28.50,29.95,28.45,29.05,29.05,27.95,588,84022,2451510.00,
532737,EMKAY GLOB F,B ,Q,35.95,35.95,33.65,35.00,35.00,34.00,20,3989,137506.00,
533161,EMMBI POLY  ,B ,Q,13.00,13.54,13.00,13.27,13.30,13.00,83,4909,64943.00,
532038,EMMSONS INT.,B ,Q,99.90,99.90,87.15,87.30,87.30,89.75,8,5509,484730.00,
532920,EMPEE DIST  ,B ,Q,62.15,66.05,62.10,65.55,65.85,62.65,93,3230,210690.00,
500132,EMPEE SUGARS,B ,Q,14.45,15.35,13.75,13.78,13.78,13.40,90,14959,214470.00,
509525,EMPIRE IND. ,B ,Q,619.50,632.90,601.25,606.50,606.50,600.00,84,1798,1105881.00,
531470,EMPORIS     ,T ,Q,34.05,35.35,34.05,35.35,35.35,34.70,32,21382,752928.00,
504351,EMPOWER     ,T ,Q,0.62,0.62,0.62,0.62,0.62,0.63,18,46350,28737.00,
531750,ENCORE SOFT.,B ,Q,2.98,2.98,2.98,2.98,2.98,2.84,1,1,2.00,
532219,ENERGY DEV. ,B ,Q,32.00,34.40,31.65,34.15,33.60,32.00,123,2446,81943.00,
532178,ENGINRS.(I) ,A ,Q,239.20,246.00,235.00,237.50,237.50,238.40,2856,109886,26446849.00,
526560,ENGLISH I.CL,B ,Q,36.30,36.80,35.50,36.50,36.00,35.00,65,3920,141749.00,
533477,ENKEI WHEEL ,B ,Q,47.20,53.80,47.20,51.50,51.50,51.50,11,1642,84672.00,
512369,ENNORE COKE ,B ,Q,26.40,26.45,24.00,25.00,25.00,24.20,39,3933,97574.00,
512135,ENSA STEEL  ,B ,Q,9.89,9.89,9.28,9.45,9.28,9.50,7,2300,22254.00,
532700,ENT NETWORK ,B ,Q,203.95,204.80,200.30,201.35,201.35,200.45,174,4539,918510.00,
532287,ENTEGRA LTD ,B ,Q,15.90,15.90,14.30,14.60,14.60,14.49,50,15209,229138.00,
500246,ENVAIN ELECT,B ,Q,29.00,29.00,29.00,29.00,29.00,29.60,1,193,5597.00,
532658,EON ELECT   ,B ,Q,37.70,38.20,36.00,37.95,37.95,36.25,64,3931,147818.00,
523754,EPC INDUS.  ,B ,Q,124.00,129.00,118.00,124.00,124.00,122.75,13,122,14942.00,
530407,EPIC ENERGY ,B ,Q,13.48,14.43,13.47,14.24,14.43,13.12,23,2175,30244.00,
524374,EPIC ENZYMES,T ,Q,1.75,1.93,1.75,1.93,1.93,1.84,11,1352,2447.00,
531155,EPSOM PRO   ,B ,Q,4.92,5.00,4.91,5.00,5.00,5.16,3,4100,20251.00,
530323,ERA INFRA   ,B ,Q,136.30,136.30,134.80,135.15,135.15,135.20,710,94877,12851538.00,
533261,EROS MEDIA  ,B ,Q,207.95,210.05,206.15,208.50,208.50,205.85,1290,45850,9550679.00,
530909,ERP SOFT SYS,T ,Q,29.00,29.40,28.10,29.40,29.40,28.00,8,50,1448.00,
531502,ESAAR (I)LTD,T ,Q,194.25,194.25,180.00,194.10,194.25,185.00,8,13160,2371055.00,
500133,ESAB INDIA  ,B ,Q,489.80,509.40,481.75,498.10,498.10,480.00,174,4799,2379595.00,
511716,ESCORT FINAN,B ,Q,5.92,6.38,5.92,6.36,6.36,6.20,7,3003,17784.00,
500495,ESCORTS LTD.,B ,Q,68.60,71.10,68.60,70.50,70.50,67.85,3466,450617,31482141.00,
514118,ESKAY K'N'IT,B ,Q,1.38,1.38,1.12,1.24,1.25,1.18,61,43332,52625.00,
532787,ESS DEE ALUM,B ,Q,153.05,154.00,151.00,151.70,151.50,150.65,202,9821,1503160.00,
500134,ESSAR OIL   ,A ,Q,58.75,60.75,58.55,60.05,60.05,58.15,4702,653108,38991168.00,
533149,ESSAR SECU  ,B ,Q,34.80,34.80,32.30,32.55,32.55,31.15,6,71,2371.00,
533704,ESSAR SHIP  ,B ,Q,22.75,24.50,22.75,23.75,23.75,23.60,95,7845,184599.00,
500630,ESSAR SHIP. ,B ,Q,55.50,58.70,55.00,56.35,56.50,54.40,378,38064,2159493.00,
500135,ESSEL PROP  ,B ,Q,26.25,28.85,26.25,28.05,28.05,25.85,272,14094,390398.00,
526532,ESSEN SUPPLE,T ,Q,53.50,56.70,53.50,56.65,56.70,54.20,24,62300,3479960.00,
500136,ESTER INDUS.,B ,Q,24.00,24.75,23.10,24.30,24.30,23.30,234,42930,1036575.00,
532823,EURO CERAMIC,B ,Q,9.50,10.90,9.08,10.72,10.72,9.92,23,5096,51474.00,
533109,EURO MULTI  ,B ,Q,5.50,5.87,5.50,5.65,5.68,5.49,58,17227,96429.00,
521014,EUROTEX IND ,B ,Q,20.00,21.50,20.00,21.50,21.50,20.00,17,1600,33096.00,
531508,EVEREADY (I),B ,Q,26.85,28.15,26.00,27.95,27.80,26.85,467,39317,1078454.00,
508906,EVEREST INDS,B ,Q,122.00,127.00,121.20,122.25,122.00,119.00,173,4582,565321.00,
532684,EVEREST KANT,B ,Q,30.00,31.45,29.85,30.75,30.75,29.65,1653,272879,8380585.00,
532876,EVERONN     ,B ,Q,409.40,475.00,403.20,467.55,467.55,395.85,66192,2383475,1073691911.00,
532818,EVINIX      ,B ,Q,0.47,0.47,0.45,0.47,0.47,0.43,18,28890,13568.00,
532511,EXCEL CROP. ,B ,Q,132.00,132.00,129.60,130.75,130.75,131.00,50,3478,455059.00,
502223,EXCEL GLASSS,B ,Q,4.30,4.30,3.88,4.00,4.20,4.38,9,2230,8801.00,
500650,EXCEL INDUST,B ,Q,57.80,57.80,55.10,56.05,56.50,56.95,276,1929,109248.00,
533090,EXCEL INFO  ,B ,Q,19.45,19.45,17.60,17.85,17.85,18.90,379,63328,1162663.00,
505923,EXEDY IND   ,B ,Q,207.00,212.00,206.35,212.00,212.00,210.00,8,231,48652.00,
530337,EXELON INFRA,B ,Q,12.55,13.55,12.55,12.59,12.59,13.21,247,162122,2049681.00,
500086,EXIDE IND.  ,A ,Q,116.90,119.20,116.35,118.70,118.70,115.10,1149,56623,6684505.00,
526614,EXPO GAS    ,B ,Q,9.00,9.00,8.10,8.64,8.90,8.29,94,7939,68319.00,
532656,FACOR ALLOYS,B ,Q,2.80,3.04,2.72,2.94,2.94,2.76,183,186521,539230.00,
532657,FACOR STEELS,B ,Q,1.21,1.46,1.21,1.30,1.30,1.22,86,64283,86284.00,
511668,FACT ENTERP ,B ,Q,22.00,22.10,20.30,20.45,20.70,21.15,125,30871,647226.00,
505790,FAG BEARINGS,B ,Q,1059.90,1097.00,1059.90,1075.60,1073.00,1043.05,72,396,425161.00,
514474,FAIRDEAL FIL,B ,Q,14.53,15.01,14.28,15.01,15.01,14.30,25,1418,21209.00,
520145,FAIRFIELD AT,B ,Q,69.45,77.00,69.45,76.70,76.70,67.50,896,40705,3065392.00,
509527,FALCON TYRES,B ,Q,28.50,31.20,28.50,30.60,30.60,28.35,319,70046,2130112.00,
532631,FAME INDIA L,T ,Q,47.05,49.40,47.00,47.10,47.00,47.40,29,2192,104929.00,
590094,FARMAX IND  ,B ,Q,1.19,1.19,1.19,1.19,1.19,1.14,7,10972,13056.00,
531252,FARRY IND.  ,T ,Q,19.80,19.80,19.80,19.80,19.80,18.90,5,1320,26136.00,
532084,FAST TRACK E,T ,Q,1.47,1.54,1.47,1.54,1.54,1.54,4,1040,1594.00,
530079,FAZE THREE L,B ,Q,15.49,16.44,14.53,15.80,15.80,15.59,17,2252,35174.00,
532666,FCS SOFTWARE,B ,Q,0.46,0.47,0.45,0.46,0.47,0.45,191,557536,258837.00,
531599,FDC LIMITED ,B ,Q,82.00,85.00,82.00,84.30,83.80,81.10,236,14812,1240945.00,
505744,FED MOG GOE ,B ,Q,197.25,207.00,197.00,203.55,203.00,203.65,39,270,54832.00,
500139,FEDDER.LLYOD,B ,Q,54.00,59.00,53.75,55.75,56.00,53.20,304,16206,908007.00,
500469,FEDERAL BANK,A ,Q,369.40,375.00,368.35,370.80,370.80,365.30,809,17932,6676040.00,
500141,FERRO ALLOYS,B ,Q,8.90,9.69,8.20,9.20,9.16,8.10,305,96518,864281.00,
590024,FERT CHE(PS ,B ,Q,34.80,35.50,32.65,33.30,33.30,34.70,710,87087,2975169.00,
500142,FGP LTD.    ,B ,Q,3.20,3.30,3.04,3.29,3.29,3.17,19,3688,11767.00,
507910,FIBERWB IN  ,B ,Q,5.00,5.00,5.00,5.00,5.00,5.02,20,18500,92500.00,
532768,FIEM INDS   ,B ,Q,151.00,152.05,149.70,150.25,150.25,150.00,61,514,77494.00,
532022,FILAT FASH  ,B ,Q,5.96,6.05,5.96,6.05,6.05,5.77,22,5896,35668.00,
526227,FILATEX INDI,B ,Q,28.75,31.00,28.75,30.15,30.00,29.95,48,4235,128281.00,
531486,FILMCITY MED,B ,Q,0.26,0.26,0.22,0.25,0.25,0.22,70,560161,136083.00,
530863,FIN.EYES(I) ,T ,Q,64.85,64.85,64.85,64.85,64.85,68.25,2,25,1621.00,
526881,FINANC.TEC. ,A ,Q,579.00,586.00,574.35,581.90,581.90,571.55,1489,25079,14577629.00,
512219,FINAVENT    ,T ,Q,70.70,70.70,64.00,64.50,64.50,67.35,9,951,61495.00,
533333,FINEOTEX  CH,B ,Q,55.25,58.05,55.00,56.00,56.10,56.10,109,60643,3395751.00,
500144,FINOL. CABLE,B ,Q,32.30,35.90,32.30,34.35,34.35,32.25,1000,94250,3256587.00,
500940,FINOLEX IND.,B ,Q,49.50,51.15,49.10,50.50,50.50,48.80,619,137253,6921524.00,
511122,FIRST CUSTO.,T ,Q,19.00,19.00,19.00,19.00,19.00,19.00,1,200,3800.00,
500145,FIRST LEASIN,B ,Q,54.00,57.80,54.00,56.85,57.75,53.45,449,12887,717434.00,
532996,FIRST WIN   ,B ,Q,13.40,14.00,13.40,13.60,13.60,14.00,13,1347,18602.00,
532379,FIRSTOBJ    ,B ,Q,28.00,31.00,27.15,30.90,30.90,27.65,99,16480,482693.00,
532545,FKONCO      ,B ,Q,96.00,98.60,95.50,96.75,96.75,94.60,148,11039,1067881.00,
523576,FLAWLESS DIA,B ,Q,0.70,0.72,0.65,0.71,0.72,0.69,38,41395,28347.00,
523672,FLEX FOODS  ,B ,Q,27.55,29.70,27.10,29.40,29.65,28.60,131,26940,784018.00,
533638,FLEXITUFF   ,B ,Q,255.50,255.70,251.35,252.25,252.25,254.80,96,21571,5487905.00,
522017,FLUIDOMAT   ,B ,Q,26.60,27.85,26.60,27.85,27.85,27.20,3,500,13612.00,
507552,FOODS & INNS,B ,Q,225.10,230.00,225.10,230.00,230.00,227.25,2,6,1375.00,
502865,FORBES & CO ,B ,Q,408.00,414.50,403.50,410.00,410.00,410.10,82,34021,13943449.00,
500033,FORCE MOTR  ,B ,Q,451.00,475.00,447.00,467.80,459.95,438.95,179,2011,934895.00,
532843,FORTIS      ,A ,Q,95.55,95.80,94.80,95.20,95.20,94.55,728,64540,6158604.00,
523696,FORTIS MLR  ,B ,Q,27.80,29.40,27.80,29.05,29.35,27.80,22,6590,191076.00,
530023,FORTUNE FIN.,B ,Q,74.95,74.95,70.05,72.50,74.90,73.05,14,222,16100.00,
500150,FOSECO INDIA,B ,Q,568.00,569.00,557.00,557.70,557.70,560.00,28,215,120828.00,
513579,FOUNDRY FUEL,B ,Q,9.20,9.20,9.20,9.20,9.20,9.50,2,4,36.00,
532521,FOUR SOFT   ,B ,Q,9.26,9.80,9.25,9.57,9.60,9.40,27,3855,37029.00,
532403,FOURTH GEN. ,T ,Q,0.39,0.39,0.39,0.39,0.39,0.40,19,43600,17004.00,
530077,FRESHTROP FR,B ,Q,15.05,16.55,15.05,16.55,16.55,14.70,6,2210,34250.00,
521167,FRONT BUSS  ,T ,Q,23.35,23.35,21.30,21.30,21.30,22.25,7,1241,28956.00,
531225,FRONTIER INF,B ,Q,1.26,1.51,1.26,1.33,1.33,1.38,7,811,1091.00,
522195,FRONTIER SPR,B ,Q,32.50,32.75,29.80,32.75,32.75,29.80,35,4199,132183.00,
532809,FSL         ,B ,Q,7.50,7.98,7.50,7.73,7.73,7.44,2386,2065477,15967675.00,
506803,FULFORD (I) ,B ,Q,545.00,629.90,523.00,575.00,575.00,524.95,190,4608,2640287.00,
500720,FUTURA POLY.,B ,Q,3.31,4.05,3.31,4.03,4.05,3.58,40,20009,77079.00,
532938,FUTURE CAP  ,B ,Q,117.20,122.90,116.00,119.15,119.15,115.25,1648,88098,10502738.00,
533400,FUTURE VENT ,B ,Q,9.00,9.25,8.91,8.99,9.00,9.00,191,122299,1108938.00,
505250,G.G.DANDEKAR,B ,Q,65.00,68.50,64.25,65.60,68.50,66.00,19,583,37752.00,
531758,G.K.CONSULT.,B ,Q,15.50,15.50,14.90,14.90,14.90,15.20,11,68429,1024989.00,
507488,G.M.BREWERI ,B ,Q,65.00,69.00,65.00,66.45,66.00,64.00,186,6784,456148.00,
517564,G.R.CABLES  ,T ,Q,1.11,1.13,1.11,1.13,1.13,1.08,6,1988,2215.00,
513059,G.S.AUTO INT,B ,Q,12.70,13.50,12.70,13.30,13.30,12.60,40,3814,49822.00,
523277,G.V.FILMS   ,T ,Q,0.50,0.53,0.50,0.53,0.53,0.51,44,385318,201158.00,
505714,GABRIEL(I)  ,B ,Q,40.25,41.90,40.25,41.65,41.85,40.75,138,15470,638904.00,
524624,GAGAN GASES ,B ,Q,3.57,3.57,3.57,3.57,3.57,3.75,1,1000,3570.00,
532155,GAIL (I) LTD,A ,Q,382.00,384.40,380.00,380.90,380.90,381.50,1332,144662,55248122.00,
505711,GAJRA BEVEL ,B ,Q,3.34,3.34,3.04,3.19,3.19,3.19,24,955,2908.00,
504697,GALADA TELE.,B ,Q,4.04,4.40,4.04,4.40,4.40,4.25,8,2006,8140.00,
506186,GALAXY ENTER,B ,Q,12.99,13.30,12.45,13.08,13.09,12.46,27,7231,93963.00,
532726,GALLAN METAL,B ,Q,20.65,21.30,20.00,20.95,20.85,20.25,88,37020,782190.00,
533265,GALLISPAT   ,B ,Q,44.90,44.90,44.90,44.90,44.90,47.25,22,19174,860912.00,
509550,GAMMON INDIA,B ,Q,45.10,45.30,43.80,44.00,44.00,43.90,813,65446,2907286.00,
532959,GAMMON INFRA,B ,Q,12.65,14.15,12.40,13.10,13.10,12.22,1020,109464,1464123.00,
513108,GANDHI SP.TU,B ,Q,125.50,126.00,124.95,125.95,125.95,126.50,18,4223,528126.00,
530237,GANDHI.HOTEL,B ,Q,21.35,21.35,19.00,20.45,20.45,20.40,15,558,11143.00,
517421,GANDHIM.APPL,B ,Q,249.95,294.00,246.05,270.80,270.80,248.90,210,9126,2460488.00,
500153,GANESH BENZO,B ,Q,6.30,6.30,5.81,6.00,6.00,6.02,4,5475,31877.00,
514167,GANESH ECOSP,B ,Q,49.30,50.00,48.60,49.90,50.00,48.90,39,4894,244015.00,
526367,GANESH HSG. ,B ,Q,96.00,102.85,96.00,101.45,101.45,94.85,137,1092,109342.00,
532643,GANESHFORGIN,B ,Q,3.13,3.13,2.85,3.12,3.12,2.99,12,1686,5005.00,
530945,GANGOTRI IRO,B ,Q,46.80,48.20,46.30,47.05,47.05,46.35,1046,184635,8662788.00,
521176,GANGOTRI TEX,T ,Q,3.95,4.14,3.76,3.76,3.93,3.95,13,3145,12137.00,
500155,GARDEN SILK ,B ,Q,54.55,58.00,54.50,57.80,57.90,55.50,97,2226,128132.00,
530615,GARG FURNACE,B ,Q,13.19,13.19,12.25,12.25,12.25,12.57,2,400,5229.00,
526727,GARNET CONST,T ,Q,10.60,10.60,10.60,10.60,10.60,10.15,1,10,106.00,
512493,GARNET INTL ,T ,Q,89.00,90.00,89.00,89.80,89.80,90.00,7,603,54154.00,
500655,GARWARE POLY,B ,Q,118.90,120.00,116.50,117.75,117.75,116.40,98,3941,466204.00,
509557,GARWARE WALL,B ,Q,47.20,49.65,47.20,49.40,49.65,47.80,102,8139,397901.00,
532622,GATEWAY DIST,B ,Q,133.00,133.40,130.25,131.95,131.95,130.35,1075,156835,20785812.00,
532345,GATI LTD.   ,B ,Q,33.10,35.35,32.75,34.45,34.45,32.65,1618,245617,8468442.00,
524564,GAYATRI BIO ,B ,Q,3.16,3.40,3.00,3.40,3.40,3.17,10,3871,12557.00,
532767,GAYATRI PROJ,B ,Q,114.00,129.45,114.00,120.00,119.50,113.00,187,4674,572227.00,
532183,GAYATRI SUGR,B ,Q,4.10,4.19,4.07,4.10,4.10,4.07,19,5656,23265.00,
531601,GCV SERVICES,B ,Q,1.54,1.56,1.42,1.42,1.42,1.49,69,108384,158998.00,
504028,GEE LTD     ,B ,Q,30.10,32.40,30.10,32.00,32.00,30.90,7,1500,47280.00,
532764,GEECEE      ,B ,Q,44.50,44.50,40.60,40.90,40.90,41.60,2204,33474,1429664.00,
530743,GEI IND SYS ,B ,Q,120.00,125.00,120.00,123.40,123.40,121.45,48,4427,544972.00,
532318,GEMINI COMMU,B ,Q,20.50,20.60,20.10,20.30,20.45,20.10,30,3348,68036.00,
531137,GEMSTONE INV,B ,Q,8.18,8.18,7.98,8.00,8.07,8.01,25,116163,929533.00,
506109,GENESYS INT.,B ,Q,135.00,136.00,127.15,133.90,133.90,128.80,60,782,104632.00,
531939,GENIUS COMMU,T ,Q,0.97,0.97,0.97,0.97,0.97,0.93,4,401,388.00,
531739,GENNEX LAB  ,B ,Q,1.11,1.11,1.01,1.04,1.07,1.07,7,2163,2226.00,
530343,GENUS POWER ,B ,Q,10.99,11.20,10.51,10.95,10.90,10.87,242,31615,344911.00,
503699,GEOD LTD    ,B ,Q,42.90,44.70,42.85,43.95,43.95,42.20,984,80430,3529993.00,
532285,GEOJIT BNP  ,B ,Q,16.40,17.20,16.30,16.90,17.20,16.20,117,13332,223133.00,
532312,GEOMETRIC L ,B ,Q,52.30,56.80,52.30,54.95,54.95,51.85,1261,168079,9257525.00,
531055,GFLFIN      ,T ,Q,23.15,25.40,23.15,25.40,25.40,24.30,11,1043,26215.00,
500171,GHCL LTD    ,B ,Q,32.10,33.00,32.00,32.75,32.75,31.90,287,29208,948402.00,
511676,GIC HOUSING ,B ,Q,76.60,81.05,75.10,79.30,79.30,75.60,589,56129,4446422.00,
532716,GILLA ARBUT ,B ,Q,60.45,67.70,60.40,66.30,66.70,64.10,350,2145,141933.00,
507815,GILLETTE (I),B ,Q,1899.90,1920.00,1861.15,1884.90,1880.00,1863.50,38,131,247254.00,
590025,GINNI FIL(PS,B ,Q,6.50,7.00,6.50,6.76,6.75,6.32,45,10236,69567.00,
532715,GITANJALI GE,A ,Q,307.50,309.70,303.10,306.60,306.60,305.65,1569,227335,69804055.00,
531613,GIVO LTD.   ,B ,Q,2.80,2.80,2.70,2.80,2.80,2.83,8,4701,13133.00,
533212,GKB OPHTHA  ,B ,Q,31.15,31.20,31.15,31.20,31.20,31.20,2,6,187.00,
531199,GLANCE FIN. ,B ,Q,19.00,19.00,19.00,19.00,19.00,18.10,1,10,190.00,
500660,GLAXOSMITH  ,A ,Q,1956.10,1990.00,1950.00,1960.00,1960.00,1957.35,147,859,1687225.00,
500676,GLAXOSMITHKL,A ,Q,2508.50,2545.00,2505.10,2529.05,2530.30,2513.90,72,10225,25917917.00,
532296,GLENMARK PHA,A ,Q,298.40,309.00,295.05,307.45,307.45,295.50,1351,36120,10976574.00,
530263,GLOBAL CAP. ,T ,Q,10.64,10.65,9.95,10.27,10.34,10.28,51,233396,2426288.00,
501848,GLOBAL OFFS ,B ,Q,76.50,78.10,69.55,72.40,72.40,70.50,121,5311,383262.00,
530657,GLOBAL SEC. ,T ,Q,11.50,11.50,10.93,11.50,11.50,11.50,4,15800,173321.00,
532773,GLOBAL VECT ,B ,Q,16.35,17.00,16.35,17.00,17.00,17.31,39,350,5867.00,
511503,GLOBSYN INF ,B ,Q,4.10,4.40,4.10,4.40,4.40,4.31,3,1600,6590.00,
531904,GLOBUS CORP ,T ,Q,0.37,0.37,0.37,0.37,0.37,0.36,2,10000,3700.00,
533104,GLOBUS SPR  ,B ,Q,92.15,94.00,92.15,93.70,93.45,92.00,63,3245,304727.00,
532672,GLODYNE TECH,B ,Q,244.00,245.00,237.60,240.80,240.80,240.50,1916,225032,54366423.00,
532857,GLORY POLY  ,B ,Q,2.80,2.94,2.77,2.80,2.80,2.75,90,51329,144887.00,
590085,GLOSTER     ,B ,Q,298.90,299.05,286.00,290.00,290.00,277.20,27,744,219246.00,
531881,GMETCOAL    ,B ,Q,42.95,42.95,40.50,41.00,42.35,40.75,23,677,28055.00,
505255,GMM PFAUDLER,B ,Q,83.95,85.00,83.35,84.05,85.00,82.10,29,1061,89380.00,
532754,GMR INFRASTR,A ,Q,24.80,25.90,24.80,25.50,25.50,24.60,4240,1166604,29774159.00,
513536,GNRL        ,B ,Q,120.50,121.95,118.00,119.55,118.75,122.10,20,2556,306460.00,
509567,GOA CARBON  ,B ,Q,73.00,74.45,72.50,73.65,73.00,72.25,82,1388,101643.00,
532734,GODAWARI POW,B ,Q,96.00,101.80,96.00,99.70,99.70,93.05,958,42230,4216442.00,
500163,GODFREY PH  ,B ,Q,2510.05,2600.00,2510.00,2586.25,2586.25,2535.00,28,252,651539.00,
532424,GODREJ CONS ,A ,Q,385.60,394.00,385.00,388.95,388.95,385.60,156,2067,808678.00,
500164,GODREJ IND  ,A ,Q,179.70,186.50,179.30,184.65,184.65,177.80,1553,60926,11174775.00,
533150,GODREJ PROP ,A ,Q,633.00,635.90,622.00,624.85,624.85,620.20,100,1398,879075.00,
533189,GOENKA DIAM ,B ,Q,34.95,40.35,34.70,39.00,39.00,33.65,232,17832,685760.00,
532957,GOKAK TEXTI ,B ,Q,46.90,47.00,46.90,46.90,46.90,46.50,5,251,11777.00,
532630,GOKALDAS    ,B ,Q,77.60,84.00,77.60,78.00,78.00,75.00,40,288,22862.00,
532980,GOKUL REFOIL,B ,Q,77.90,79.25,77.25,78.85,78.50,78.00,121,33943,2685524.00,
590095,GOLDBEES    ,F ,Q,2649.60,2650.65,2631.60,2635.32,2635.32,2654.08,1099,18292,48240372.00,
526951,GOLDEN LAMIN,B ,Q,17.10,17.10,15.50,17.10,17.10,16.30,3,400,6520.00,
530579,GOLDEN SECUR,B ,Q,40.05,42.00,40.05,40.90,40.90,41.50,664,56491,2325592.00,
500151,GOLDEN TOB  ,B ,Q,29.70,31.50,29.70,30.90,30.90,30.00,197,7561,234699.00,
526729,GOLDIAM INT.,B ,Q,26.00,27.95,25.55,25.90,25.75,24.55,107,1863,48829.00,
532439,GOLDST INFRA,B ,Q,9.53,10.00,9.53,9.99,10.00,9.75,136,2373,23115.00,
531439,GOLDSTONE EN,B ,Q,7.05,7.25,7.00,7.24,7.24,6.85,46,5257,37152.00,
530701,GOMTI FINLEA,T ,Q,48.05,48.05,48.05,48.05,48.05,50.55,1,200,9610.00,
504701,GONTER PEIP ,B ,Q,13.00,13.00,12.50,12.50,12.50,12.79,8,902,11420.00,
530655,GOOD LUCK ST,B ,Q,15.20,16.55,14.51,16.01,16.00,15.17,75,4849,77009.00,
500166,GOODRICKE   ,B ,Q,115.00,120.15,113.40,116.65,116.65,113.60,72,8150,949401.00,
500168,GOODYEAR (I),B ,Q,294.00,313.95,294.00,310.75,310.75,292.35,278,13356,4120067.00,
